list,number,title,videoId,viewCount,status,youtubeTitle,channel,url,error
"都會詩歌","HYMN-243","觀看宇宙","mD9mRX9nN2k","29338","kept","觀看宇宙 Look at the World","Christian Choir, HKU","https://www.youtube.com/watch?v=mD9mRX9nN2k",""
"都會詩歌","HYMN-244","讓我得見祢的榮面","jvI7dY6Mz-0","4737615","kept","【讓我得見祢的榮面 See You Face to Face】現場敬拜MV (Live Worship MV) - 讚美之泉敬拜讚美 (21)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=jvI7dY6Mz-0",""
"都會詩歌","HYMN-245","讚美中信心不斷升起","yFQn424qMKg","2760938","kept","【讚美中信心不斷升起 Let Faith Arise In Our Praises】官方歌詞版MV (Official Lyrics MV) - 讚美之泉敬拜讚美 (27)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=yFQn424qMKg",""
"都會詩歌","HYMN-246","這一生最美的祝福","tPf7Ig1ebL4","5637083","kept","【這一生最美的祝福 The Gift of Knowing You】官方歌詞版MV (Official Lyrics MV) - 讚美之泉敬拜讚美 (8)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=tPf7Ig1ebL4",""
"都會詩歌","HYMN-247","這樣的愛","2IhwdWRMqFI","23983","kept","這樣的愛","cowcow coke","https://www.youtube.com/watch?v=2IhwdWRMqFI",""
"都會詩歌","HYMN-248","願祢國度降臨","5QmE9psO71g","1804942","kept","【願祢國度降臨 When Your Kingdom Comes】官方歌詞版MV (Official Lyrics MV) - 讚美之泉敬拜讚美 (20)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=5QmE9psO71g",""
"都會詩歌","HYMN-249","EMMANUEL","PQuq4umpb3Q","4597316","kept","O Come O Come Emmanuel - Tommee Profitt [OFFICIAL MUSIC VIDEO]","Tommee Profitt","https://www.youtube.com/watch?v=PQuq4umpb3Q",""
"都會詩歌","HYMN-250","Gloria 榮耀頌","BGzWSk7wIBQ","1193","removed-under-threshold","《Gloria榮耀頌》山嵐合唱團","山嵐合唱團","https://www.youtube.com/watch?v=BGzWSk7wIBQ",""
"都會詩歌","HYMN-251","Hallelujah 讚美主","QAQ2T9QAT2g","96073","kept","【Hallelujah讚美主】HKACM 兒童事工 Official Music Video｜齊唱兒歌 2（官方完整CD版）","HKACM Official 香港基督徒音樂事工協會","https://www.youtube.com/watch?v=QAQ2T9QAT2g",""
"都會詩歌","HYMN-252","Immanuel","oKuKKE-WOK0","323922","kept","Immanuel-Songs Of Praise (subtitulado)","Joaquín Yoyaquim","https://www.youtube.com/watch?v=oKuKKE-WOK0",""
"都會詩歌","HYMN-253","Joy in the Morning","uysGt7JVw9U","45086319","kept","Tauren Wells, Elevation Worship - Joy In The Morning (Worship Version)","taurenwellsVEVO","https://www.youtube.com/watch?v=uysGt7JVw9U",""
"都會詩歌","HYMN-254","Thy Praise I Sing","8dvfhpxl35w","101","removed-under-threshold","My God My King Thy Praise I Sing - Henry Francis Lyte","Audiobook Passion","https://www.youtube.com/watch?v=8dvfhpxl35w",""
"都會詩歌","HYMN-255","一生一世同在","YLxLKxGWlqw","1181","removed-under-threshold","一生一世同在","Worship Music-AM","https://www.youtube.com/watch?v=YLxLKxGWlqw",""
"都會詩歌","HYMN-256","一生不枉過","E266iLVEa4A","19747","kept","一生不枉過","如此我信後製音樂事工 | The HOPE Music Ministry","https://www.youtube.com/watch?v=E266iLVEa4A",""
"都會詩歌","HYMN-257","一生之久","XHHxo4kErEQ","236772","kept","一生之久 - 鹹蛋音樂事工SEMM🍳//《刻在祢心底的名字》 Mini-Album 8th Track","鹹蛋音樂事工Salted Egg Music Ministry","https://www.youtube.com/watch?v=XHHxo4kErEQ",""
"都會詩歌","HYMN-258","一生信靠","QQmZcmaah-A","4095","kept","一生信靠 (1982) cover","Terence Ss  Channel","https://www.youtube.com/watch?v=QQmZcmaah-A",""
"都會詩歌","HYMN-259","一生愛祢","fgHBHUPiaJI","1578075","kept","【一生愛祢 With All My Love】官方歌詞版MV (Official Lyrics MV) - 讚美之泉敬拜讚美 (9)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=fgHBHUPiaJI",""
"都會詩歌","HYMN-260","一直都是祢","y7K-rMz3fUM","817260","kept","一直都是祢 It's Always Been You // HTBB 敬拜","HTBBChurch","https://www.youtube.com/watch?v=y7K-rMz3fUM",""
"都會詩歌","HYMN-261","千古保障","Hek9LKSnDss","1384","removed-under-threshold","【千古保障】O God, Our Help in Ages Past│詞：Isaac Watts│曲：William Croft│鋼琴：Julie Ann Kitchen│頌唱：Teresa H.","Teresa古今詩歌Hymns♬","https://www.youtube.com/watch?v=Hek9LKSnDss",""
"都會詩歌","HYMN-262","只見耶穌","fJHzFVC2RH8","216","removed-under-threshold","只見耶穌","如此我信後製音樂事工 | The HOPE Music Ministry","https://www.youtube.com/watch?v=fJHzFVC2RH8",""
"都會詩歌","HYMN-263","同心合意","KYSq-eyBP7o","31620","kept","馬立雲部落同心合意讚美主","拉蓊‧進成Daong Cinceng","https://www.youtube.com/watch?v=KYSq-eyBP7o",""
"都會詩歌","HYMN-264","宣教的中國","iRZDbba6JBM","180339","kept","《宣教的中國》China's Mission 讚美詩 Grace Music 中文字幕《宣教的中国》","神国赞美诗God's love","https://www.youtube.com/watch?v=iRZDbba6JBM",""
"都會詩歌","HYMN-265","小孩的讚頌","r0qDrlICcFQ","112417","kept","小孩的讚頌【童來頌讚】","Kwan Natalie","https://www.youtube.com/watch?v=r0qDrlICcFQ",""
"都會詩歌","HYMN-266","盡力地頌揚祢","AEIKt6vxA9E","56984","kept","盡力地頌揚祢【恢復粵語敬拜共建專輯 (五) 】- SEMM X Cantonhymn X 小羊詩歌","鹹蛋音樂事工Salted Egg Music Ministry","https://www.youtube.com/watch?v=AEIKt6vxA9E",""
"都會詩歌","HYMN-267","黑暗終必過去","S--IP6hEiSM","178501","kept","【黑暗終必過去】- ACM Lyric MV","HKACM Official 香港基督徒音樂事工協會","https://www.youtube.com/watch?v=S--IP6hEiSM",""
"都會詩歌","HYMN-268","默默回望","-Du7LGKtMec","91476","kept","【青草原詩歌】默默回望(粵)CD版","基督徒青草原iGreenpastures","https://www.youtube.com/watch?v=-Du7LGKtMec",""
"都會詩歌","HYMN-269","一群大能的子民","dat7ws5RgZQ","90999","kept","基督教詩歌：一群大能的子民","jamesbox138","https://www.youtube.com/watch?v=dat7ws5RgZQ",""
"都會詩歌","HYMN-270","一點小事","z7U-SgJlGEE","692874","kept","【中英字幕】一點小事｜小羊詩歌 · 基音原創《祢與我同在》 專輯","小羊詩歌","https://www.youtube.com/watch?v=z7U-SgJlGEE",""
"都會詩歌","HYMN-271","上帝的兒女何等有福","QXIWuzw5ME0","208655","kept","上帝的兒女何等有福","陳贊一博士","https://www.youtube.com/watch?v=QXIWuzw5ME0",""
"都會詩歌","HYMN-272","上帝聽禱告","GoVnszF3TmM","784080","kept","上帝聽禱告","r33cat","https://www.youtube.com/watch?v=GoVnszF3TmM",""
"都會詩歌","HYMN-273","不曾配得的愛","t5lauYsm1OE","134596","kept","角聲使團 The Heralders 《不曾配得的愛》 LOVE UNDESERVED  [Official MV] (4K UHD)","角聲使團 The Heralders","https://www.youtube.com/watch?v=t5lauYsm1OE",""
"都會詩歌","HYMN-274","不朽的愛","1ioWVUiJQQA","2096","removed-under-threshold","不朽的愛（曲/詞：高珮琳）","LCHS SF 路德會聖靈堂","https://www.youtube.com/watch?v=1ioWVUiJQQA",""
"都會詩歌","HYMN-275","不變的應許","JnXaTrJtbUA","4957422","kept","不變的應許 | SON Music [討祢喜悅] ft. Brenda Li","Son Music 新音樂敬拜創作","https://www.youtube.com/watch?v=JnXaTrJtbUA",""
"都會詩歌","HYMN-276","乘鷹翅膀","jS2ETrF3xrc","1381","removed-under-threshold","20241013詩班獻詩：乘鷹翅膀","真理堂敬拜傳播中心","https://www.youtube.com/watch?v=jS2ETrF3xrc",""
"都會詩歌","HYMN-277","事奉祢最甘甜","1hHcJWFNIZs","33599","kept","[ 事奉祢最甘甜 ] - 中文歌詞","內巷 | withinlane","https://www.youtube.com/watch?v=1hHcJWFNIZs",""
"都會詩歌","HYMN-278","亞伯拉罕之神","93DFfzrit0A","11","removed-under-threshold","萬14亞伯拉罕之神S","lucy2716","https://www.youtube.com/watch?v=93DFfzrit0A",""
"都會詩歌","HYMN-279","亞伯拉罕的神","w8ch5_ehbvQ","6268","kept","【真耶穌教會台北教會】亞伯拉罕的神","kevin8788JB","https://www.youtube.com/watch?v=w8ch5_ehbvQ",""
"都會詩歌","HYMN-280","今要主自己","OAp973VbG0M","27769","kept","今要主自己","橄欖枝","https://www.youtube.com/watch?v=OAp973VbG0M",""
"都會詩歌","HYMN-281","他們曾這樣獻上","6LpRf6mlOpw","5333","kept","他們曾這樣獻上","BunBun & PanPan","https://www.youtube.com/watch?v=6LpRf6mlOpw",""
"都會詩歌","HYMN-282","以便以謝","272XIzb-osI","272909","kept","20090914 黃國倫_帶領我_以便以謝","Kiki8857","https://www.youtube.com/watch?v=272XIzb-osI",""
"都會詩歌","HYMN-283","以色列的聖者","gFaAPU11A64","53703","kept","以色列的聖者 / 祝瑞蓮琴與爐詩歌專輯 (6) 以色列的聖者","祝瑞蓮 - 琴與爐敬拜 (神的帳幕團隊) Josie Chu - Naioth Ministries","https://www.youtube.com/watch?v=gFaAPU11A64",""
"都會詩歌","HYMN-284","以馬內利來臨 O COME","2UKt7U2cYiM","2617","removed-under-threshold","以馬內利來臨 O Come, O Come Emmanuel  —【经典圣诞诗歌】 Tenor《小平心歌Ping Hymns—Chinese Version》","小平心歌Ping Hymns","https://www.youtube.com/watch?v=2UKt7U2cYiM",""
"都會詩歌","HYMN-285","仿效聖徒","HX14Dgz7QcA","351","removed-under-threshold","219 仿效聖徒","Arthur Lee","https://www.youtube.com/watch?v=HX14Dgz7QcA",""
"都會詩歌","HYMN-286","伴我成長","ef_qXm0vKlc","373954","kept","【青草原詩歌】伴我成長(粵)","基督徒青草原iGreenpastures","https://www.youtube.com/watch?v=ef_qXm0vKlc",""
"都會詩歌","HYMN-287","何等尊貴","LoZmJyKZITk","24886","kept","新歌頌揚364何等尊貴","Jennifer Poon","https://www.youtube.com/watch?v=LoZmJyKZITk",""
"都會詩歌","HYMN-288","你當無懼","sSDLTUWxtsQ","3323","kept","你當無懼, 樂歡欣 Fear Not, Rejoice and Be Glad","Heaven","https://www.youtube.com/watch?v=sSDLTUWxtsQ",""
"都會詩歌","HYMN-289","使我靈自由","icanBn6Fe_c","1542","removed-under-threshold","使我靈自由(ACBC詩歌班獻詩）","SS","https://www.youtube.com/watch?v=icanBn6Fe_c",""
"都會詩歌","HYMN-290","數算主恩","Y_E1yD844sU","28385","kept","數算主恩","宇宙光百人大合唱","https://www.youtube.com/watch?v=Y_E1yD844sU",""
"都會詩歌","HYMN-291","新年齊蒙福","bFEyFcEQWWs","1213","removed-under-threshold","曲64 新年齊蒙福 福音粤韻子喉分享","福音粵韻歌曲分享","https://www.youtube.com/watch?v=bFEyFcEQWWs",""
"都會詩歌","HYMN-292","榮耀歸與父神","kRiZ1FbKo8s","16","removed-under-threshold","基督徒生命教會 20220619 使榮耀歸與父神","基督徒生命教會Foz","https://www.youtube.com/watch?v=kRiZ1FbKo8s",""
"都會詩歌","HYMN-293","樂領聖餐","47pHVGfKZWY","429","removed-under-threshold","233 樂領聖餐 (喫這餅喝這杯是表明主的死)","Arthur Lee","https://www.youtube.com/watch?v=47pHVGfKZWY",""
"都會詩歌","HYMN-294","聖哉 Sanctus","ulm6_hJq3VA","267","removed-under-threshold","聖哉-Sanctus","CCMM Sydney","https://www.youtube.com/watch?v=ulm6_hJq3VA",""
"都會詩歌","HYMN-295","與主同死同活","FEhX9y9NNdM","400","removed-under-threshold","齊來學聖詩 (11)：與主同死同活 (普天頌讚新修訂本第213首)","香港聖樂促進會","https://www.youtube.com/watch?v=FEhX9y9NNdM",""
"都會詩歌","HYMN-296","萬名之上的名","mhGrb31DD84","698366","kept","耶穌，萬名之上的名-小羊詩歌(再次將我更新)","joehuang90","https://www.youtube.com/watch?v=mhGrb31DD84",""
"都會詩歌","HYMN-297","赴主宴席","-Inuhqd0rQA","160","removed-under-threshold","赴主宴席  ~ 长老会恩泽堂圣歌团献唱, PPC-Orchard.","Li Ho","https://www.youtube.com/watch?v=-Inuhqd0rQA",""
"都會詩歌","HYMN-298","音樂榮神","6xXAnYLJ-M0","2156","removed-under-threshold","『音樂榮神』 北美真道浸信會神學院音樂會－全體演出者 6-8-13","Susan Pang","https://www.youtube.com/watch?v=6xXAnYLJ-M0",""
"都會詩歌","HYMN-299","頌讚哈利路亞","JEuwXUD5yMc","14551","kept","頌讚哈利路亞（輕快版）｜粵語詩歌翻唱","鄧承軒 X MC Samuel","https://www.youtube.com/watch?v=JEuwXUD5yMc",""
"都會詩歌","HYMN-300","今生所盼","LzJP04JZ0z4","217855","kept","Living Hope - 今生所盼 | Saddleback Worship (Hong Kong) | Live Capture 現場敬拜片段 | 敬拜歌曲粵語/廣東話翻譯","Saddleback Church Hong Kong","https://www.youtube.com/watch?v=LzJP04JZ0z4",""
"都會詩歌","HYMN-301","你們是世上的鹽","3LaBVEwn2kI","834","removed-under-threshold","你們是世上的鹽  普天頌讚新修訂版 第544首   譚靜芝","Penelope Chan","https://www.youtube.com/watch?v=3LaBVEwn2kI",""
"都會詩歌","HYMN-302","你要稱頌耶和華","GTbSQh0LOnE","1500917","kept","【我的心，你要稱頌耶和華 Praise The Lord, O My Soul】官方歌詞版MV (Official Lyrics MV) - 讚美之泉敬拜讚美 (3)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=GTbSQh0LOnE",""
"都會詩歌","HYMN-303","使我播送和平","sc98ZU3HRIk","505","removed-under-threshold","主使我播送和平 Prayer Litany 分部練習 SATB Tutorial","Clay Jar Missio & Musica","https://www.youtube.com/watch?v=sc98ZU3HRIk",""
"都會詩歌","HYMN-304","來敬拜榮耀王","HSTpPoLHoes","5969","kept","生命聖詩33 | 來敬拜榮耀王 | O Worship the King | HANOVER | CROFT","SongsOfAscents上行詩","https://www.youtube.com/watch?v=HSTpPoLHoes",""
"都會詩歌","HYMN-305","來讚美我上主","D069iqy4MJ0","3404","kept","來讚美我上主 伍偉基﹙粵語﹚ Laudate Dominum 泰澤","終極敬拜WorshipInHongKong","https://www.youtube.com/watch?v=D069iqy4MJ0",""
"都會詩歌","HYMN-306","信靠順服","JvOpGCkg2Wc","35301","kept","信靠順服","宇宙光百人大合唱","https://www.youtube.com/watch?v=JvOpGCkg2Wc",""
"都會詩歌","HYMN-307","假使我喚叫你","banarnnGvwU","55485","kept","假使我喚叫你 Will You Come and Follow Me (The Summons) - 2019 聖詩頌唱會「詩‧人」","香港聖詩會 Hong Kong Hymn Society","https://www.youtube.com/watch?v=banarnnGvwU",""
"都會詩歌","HYMN-308","僕人之歌","6E3Lnc19eS4","20275","kept","僕人之歌","玻璃海樂團 - Topic","https://www.youtube.com/watch?v=6E3Lnc19eS4",""
"都會詩歌","HYMN-309","儘管我尚未看見","PtJLd5GEyb4","711374","kept","【儘管我尚未看見 (ft. Sunset Worship)】HKACM Official Music Video","HKACM Official 香港基督徒音樂事工協會","https://www.youtube.com/watch?v=PtJLd5GEyb4",""
"都會詩歌","HYMN-310","先求祂的國","rm3N_5VKbng","50668","kept","「先求祂的國和義」","MIshajun東俊","https://www.youtube.com/watch?v=rm3N_5VKbng",""
"都會詩歌","HYMN-311","先聖之神","dwVM7NG_o-U","3411","kept","生命聖詩37 | 先聖之神 | God of Our Fathers, Whose Almighty Hand | NATIONAL HYMN","SongsOfAscents上行詩","https://www.youtube.com/watch?v=dwVM7NG_o-U",""
"都會詩歌","HYMN-312","全地都屬主","-WK2MMrBKII","4522","kept","全地都屬主 懷恩青年合唱團 2018乘著歌聲的翅膀音樂會 懷恩堂週五音樂會","Isaac Lam","https://www.youtube.com/watch?v=-WK2MMrBKII",""
"都會詩歌","HYMN-313","唱一首天上的歌","ZSOYluQXi5o","5732032","kept","唱一首天上的歌 - 迦南詩歌 -","Andrew Vlogs","https://www.youtube.com/watch?v=ZSOYluQXi5o",""
"都會詩歌","HYMN-314","寰宇群生","rBfxOgQWaVQ","1152","removed-under-threshold","TS 诗歌 - 寰宇群生","Teochew Service PLCMC 潮语崇拜","https://www.youtube.com/watch?v=rBfxOgQWaVQ",""
"都會詩歌","HYMN-315","得力在乎祢","PvCQf0SejTU","287477","kept","粵語詩歌【得力在乎你】","耶穌是主Jesus is Lord","https://www.youtube.com/watch?v=PvCQf0SejTU",""
"都會詩歌","HYMN-316","從亙古到永遠","4u_UQ4OQdTw","367658","kept","從亙古到永遠 You Reign Eternally (生命河敬拜讚美系列 6：天開了) 小組敬拜用","生命河 ROLCC Media","https://www.youtube.com/watch?v=4u_UQ4OQdTw",""
"都會詩歌","HYMN-317","復活得勝主","tlvFs9ixEjw","7333","kept","【復活得勝主】Thine Is the Glory│詞：Edmond L. Budry│曲：George F. Handel│鋼琴：Kaleb Brasee│頌唱：Teresa Huang","Teresa古今詩歌Hymns♬","https://www.youtube.com/watch?v=tlvFs9ixEjw",""
"都會詩歌","HYMN-318","感恩祭燃起","A0xGphDjmtg","130996","kept","角聲使團 The Heralders 《感恩祭燃起》 THANKSGIVING OFFERING [Official MV] (4K UHD)","角聲使團 The Heralders","https://www.youtube.com/watch?v=A0xGphDjmtg",""
"都會詩歌","HYMN-319","我以禱告來到祢跟前","z_9TqPE69Iw","238857","kept","我以禱告來到你跟前 - 我心旋律","Peace & Joy's Channel","https://www.youtube.com/watch?v=z_9TqPE69Iw",""
"都會詩歌","HYMN-320","我向祢禱告","-IVXs-rBonc","3927677","kept","我向祢禱告 (歌詞MV) | SON Music ft. Brenda Li","Son Music 新音樂敬拜創作","https://www.youtube.com/watch?v=-IVXs-rBonc",""
"都會詩歌","HYMN-321","我從深處向袮求告","y4u4W7Glkb8","284021","kept","詩篇130篇1-4節 (我從深處向祢求告) - 華人的讚美敬拜樂團","橄欖枝","https://www.youtube.com/watch?v=y4u4W7Glkb8",""
"都會詩歌","HYMN-322","救恩的記號","X3OpaMTRBCo","41031","kept","救恩的記號 - 基恩敬拜（主唱：Tina Kong) 歌詞版 適合預苦期、受難節、復活節默想歌頌","Tina K","https://www.youtube.com/watch?v=X3OpaMTRBCo",""
"都會詩歌","HYMN-323","是基督耶穌","NBodCpK7VqQ","3796","kept","20151108 是基督、耶穌","Gary Cheung","https://www.youtube.com/watch?v=NBodCpK7VqQ",""
"都會詩歌","HYMN-324","煉淨過的生命","U8NlvgPXor8","471387","kept","【煉淨過的生命 A Purified Life】官方歌詞版MV (Official Lyrics MV) - 讚美之泉敬拜讚美 (27)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=U8NlvgPXor8",""
"都會詩歌","HYMN-325","當我抬頭仰望","vMjdPG60CS0","4387364","kept","KUA MUSIC【當我抬頭仰望 / When I Look at the Sky】The  Lighters 萊特","KUA GLOBAL 跨越","https://www.youtube.com/watch?v=vMjdPG60CS0",""
"都會詩歌","HYMN-326","盡心盡性","ccrieZ92CAI","5341","kept","盡心盡性","新聖城基督教會Heavenly City Christian Church","https://www.youtube.com/watch?v=ccrieZ92CAI",""
"都會詩歌","HYMN-327","祢是榮耀君王","oGgK5BoYSuM","729289","kept","你是榮耀君王","Lo chienchi","https://www.youtube.com/watch?v=oGgK5BoYSuM",""
"都會詩歌","HYMN-328","祢是配得","Y3eE_e5rMvc","550790","kept","【祢是配得 (聖哉聖哉全地唱) You Are Worthy】現場敬拜MV (Live Worship MV) - 讚美之泉敬拜讚美 (16)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=Y3eE_e5rMvc",""
"都會詩歌","HYMN-329","祢永掌管世界","lzLeV-YyxRY","3648","kept","[粵語詩歌] 萬有都歸祢／祢永掌管世界／耶穌我感謝祢／我知誰掌管明天","CCiL Online","https://www.youtube.com/watch?v=lzLeV-YyxRY",""
"都會詩歌","HYMN-330","谷中百合花","uhGSFj5McAQ","1737442","kept","KUA MUSIC【谷中百合花 / 내 진정 사모하는】李聖雅","KUA GLOBAL 跨越","https://www.youtube.com/watch?v=uhGSFj5McAQ",""
"都會詩歌","HYMN-331","踏上彩虹","2gRpx6WFcko","1598","removed-under-threshold","踏上彩虹","950624 agape","https://www.youtube.com/watch?v=2gRpx6WFcko",""
"都會詩歌","HYMN-332","先求祂的國和義","rhbAzx95NBo","200","removed-under-threshold","先求祂的國和義Seek Ye First 盧家宏吉他演奏 GOOD TV LuJiaHong Guitar","盧家宏吉他 LuJiaHong Guitar","https://www.youtube.com/watch?v=rhbAzx95NBo",""
"都會詩歌","HYMN-333","全地齊讚頌","U-7IH5Xk1T4","9872","kept","全地齊讚頌（行版、副歌和聲版）｜粵語詩歌翻唱","鄧承軒 X MC Samuel","https://www.youtube.com/watch?v=U-7IH5Xk1T4",""
"都會詩歌","HYMN-334","凡事都能做","KLdSuKezMgs","777348","kept","【凡事都能做 All Things are Possible】官方歌詞版MV (Official Lyrics MV) - 讚美之泉敬拜讚美 (9)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=KLdSuKezMgs",""
"都會詩歌","HYMN-335","創造世界","1Hbce-TZczQ","2570","removed-under-threshold","合唱團 主創造世界","Sharon Chang","https://www.youtube.com/watch?v=1Hbce-TZczQ",""
"都會詩歌","HYMN-336","十架的大能","TaCqFTGNKGQ","467287","kept","【十架的大能 The Power Of The Cross】官方歌詞版MV (Official Lyrics MV) - 讚美之泉敬拜讚美 (28)","讚美之泉 Stream Of Praise Music Ministries","https://www.youtube.com/watch?v=TaCqFTGNKGQ",""
"都會詩歌","HYMN-337","原是為我","Wg5LDm12jqg","272167","kept","《原是為我》All For My Sake 基恩敬拜 AGWMM Official MV","基恩敬拜 Amazing Grace Worship","https://www.youtube.com/watch?v=Wg5LDm12jqg",""
"都會詩歌","HYMN-338","受造奇妙可畏","xxboAVv2Q34","122391","kept","受造奇妙可畏 feat. BUCC (Stormproof live)  // 玻璃海樂團  //","WN X 玻璃海樂團 X PHOTIC","https://www.youtube.com/watch?v=xxboAVv2Q34",""
"都會詩歌","HYMN-339","受難前夕","3VMn-jtKEAY","205","removed-under-threshold","236 受難前夕 (喫這逾越節的筵席)","Arthur Lee","https://www.youtube.com/watch?v=3VMn-jtKEAY",""
"都會詩歌","HYMN-340","常喜樂滿心間","uVJbsiuD92A","102","removed-under-threshold","常喜樂滿心間","CNEC HHCC 中華傳道會紅磡基督教會","https://www.youtube.com/watch?v=uVJbsiuD92A",""
"都會詩歌","HYMN-341","恩惠隨著我","4MqHMYPs1ac","159277","kept","恩惠隨著我 - 鹹蛋音樂事工SEMM🍳//《刻在祢心底的名字》 Mini-Album 7th Track","鹹蛋音樂事工Salted Egg Music Ministry","https://www.youtube.com/watch?v=4MqHMYPs1ac",""
"都會詩歌","HYMN-342","惟獨耶穌","nuUwlfQ8_oA","13851","kept","惟獨耶穌","宇宙光百人大合唱","https://www.youtube.com/watch?v=nuUwlfQ8_oA",""
"都會詩歌","HYMN-343","無以回報","WfOE7cBT6Lw","223502","kept","無以回報 Dengan Apa Kan Kubalas (好歌分享)","敬拜和弦资源站 WORSHIP&CHORD","https://www.youtube.com/watch?v=WfOE7cBT6Lw",""
"都會詩歌","HYMN-344","無愧的用人","Zpgtk4pbUic","660","removed-under-threshold","無愧的用人","Tom Lee","https://www.youtube.com/watch?v=Zpgtk4pbUic",""
"都會詩歌","HYMN-345","真神名號當頌揚","X4g7ovempdI","150","removed-under-threshold","真神名號當頌揚  普天頌讚新修訂版第11首","Penelope Chan","https://www.youtube.com/watch?v=X4g7ovempdI",""
"都會詩歌","HYMN-346","神啊！祢在哪兒","mbjAbHpetQc","1515243","kept","神啊你在哪兒 (盧永亨作品)","crest712","https://www.youtube.com/watch?v=mbjAbHpetQc",""
"都會詩歌","HYMN-347","神愛我和你","5x-0Coj-yR4","2054312","kept","神愛我和你 - Christian Children Ministry","MrKoKei","https://www.youtube.com/watch?v=5x-0Coj-yR4",""
"都會詩歌","HYMN-348","祢話語是我亮光","8KtQjK0GFjE","68909","kept","《祢話語是我亮光》Thy Word Shines - 基恩敬拜 AGWMM Official MV","基恩敬拜 Amazing Grace Worship","https://www.youtube.com/watch?v=8KtQjK0GFjE",""
"都會詩歌","HYMN-349","耶和華是我的倚靠","Q1OaI5EEqGc","267954","kept","角聲使團 The Heralders《耶和華是我的倚靠》[Official Lyric Video]","角聲使團 The Heralders","https://www.youtube.com/watch?v=Q1OaI5EEqGc",""
"都會詩歌","HYMN-350","耶穌恩主今復生","uJ1WMooiWOI","3054","kept","【粵語聖詩】耶穌恩主今復生 (復活良辰歌) The Day of Resurrection - 「基督精兵奮進」2023 聖詩頌唱會","香港聖詩會 Hong Kong Hymn Society","https://www.youtube.com/watch?v=uJ1WMooiWOI",""
"都會詩歌","HYMN-351","青苗生長","oQTi5bcE-ec","1075","removed-under-threshold","青苗生長歌｜懷恩堂復活節主日崇拜","Isaac Lam","https://www.youtube.com/watch?v=oQTi5bcE-ec",""
"都會詩歌","HYMN-352","靠主有福","bYK21OoyRqc","1468","removed-under-threshold","靠主有福 Blessed is He That Is Trusting the Lord —【诗歌】Tenor《小平心歌Ping Hymns—Chinese Version》PINYIN SUB","小平心歌Ping Hymns","https://www.youtube.com/watch?v=bYK21OoyRqc",""
"都會詩歌","HYMN-353","靠著祢寶血","y8EreEN33Uo","242418","kept","靠著祢寶血 (歌詞MV)--SON Music [渴想祢] ft. Brenda Li","Son Music 新音樂敬拜創作","https://www.youtube.com/watch?v=y8EreEN33Uo",""
"都會詩歌","HYMN-354","頌讚祢 hallelujah","02_VFh5ktVA","39731","kept","頌讚祢 Hallelujah｜歌詞MV｜粵語兒童詩歌","音樂世界MusicWorld","https://www.youtube.com/watch?v=02_VFh5ktVA",""
"都會詩歌","HYMN-355","只有葉子","MIGZ1WniCkY","11214","kept","只有葉子","Simon Yeung","https://www.youtube.com/watch?v=MIGZ1WniCkY",""
"都會詩歌","HYMN-356","同入聖殿","F3TvFhJrVK0","4864","kept","讚之歌_同入聖殿","Jennifer Poon","https://www.youtube.com/watch?v=F3TvFhJrVK0",""
"都會詩歌","HYMN-357","向著前方","7fumXjstga0","83297","kept","向著前方 | SON Music [我向祢禱告] ft. Brenda Li & Simon Yu","Son Music 新音樂敬拜創作","https://www.youtube.com/watch?v=7fumXjstga0",""
"都會詩歌","HYMN-358","我心敬拜","GhOrDvCPbYo","34208","kept","我心敬拜 PPT","KSC","https://www.youtube.com/watch?v=GhOrDvCPbYo",""
"都會詩歌","HYMN-359","我心稱頌主","k4M9nttsLUg","595","removed-under-threshold","【聖詩薈萃】我心稱頌主(粵) - 普天頌讚新修訂本142首","香港聖樂促進會","https://www.youtube.com/watch?v=k4M9nttsLUg",""
"都會詩歌","HYMN-360","我愛我主國度","ykBJXGzXozw","1623","removed-under-threshold","讚美詩179 我愛我主國度","Chinchung Chen","https://www.youtube.com/watch?v=ykBJXGzXozw",""
"都會詩歌","HYMN-361","萬主之主","F4GBw5f1KlQ","60481","kept","萬主之主 萬王之王 // 玻璃海樂團 // Lyric MV #粵語詩歌","cantonworship","https://www.youtube.com/watch?v=F4GBw5f1KlQ",""
"都會詩歌","HYMN-362","萬眾同路","phjQF0oqUYI","437","removed-under-threshold","萬眾同路","Praise the Lord","https://www.youtube.com/watch?v=phjQF0oqUYI",""
