list,path,number,title,videoId,viewCount,viewCheckedAt,status,category,source
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-161,下雨的夜晚,2cCligRwFoI,24889766,2026-05-26,kept,近25年熱門新歌,蘇打綠 sodagreen / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-162,我是如此相信,TbFWYT9VGRk,24668155,2026-05-26,kept,近25年熱門新歌,周杰倫 Jay Chou / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-163,重感情的廢物,jM3HXNusWA0,24338112,2026-05-26,kept,近25年熱門新歌,TRASH Band / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-164,那一夜,ugVNDvnDDpA,24082259,2026-05-26,kept,近25年熱門新歌,GEMblog / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-165,日不落,1GA8z-Wliew,23598210,2026-05-26,kept,近25年熱門新歌,JOLIN 蔡依林 / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-166,再遇見,8PSvDdL2BPs,23407736,2026-05-26,kept,近25年熱門新歌,蘇打綠 sodagreen / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-167,留一天與你喘息,uuV8wZ_P8r4,23163742,2026-05-26,kept,近25年熱門新歌,MIRROR / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-168,無眠,qXv7POo5MNI,23104612,2026-05-26,kept,近25年熱門新歌,蘇打綠 sodagreen / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-169,還在流浪,BSlMAJ7SkMA,23000273,2026-05-26,kept,近25年熱門新歌,周杰倫 Jay Chou / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-170,交換餘生,mNQwhIx_0CM,22644160,2026-05-26,kept,近25年熱門新歌,JJ Lin林俊傑 / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-171,我的宣言,z9zMcvn_xkI,22596874,2026-05-26,kept,近25年熱門新歌,warnermusichk / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-172,紅顏如霜,APgx1k-2Tqc,22529686,2026-05-26,kept,近25年熱門新歌,周杰倫 Jay Chou / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-173,矛盾一生,v0_cXepCVgg,22332328,2026-05-26,kept,近25年熱門新歌,JW 王灝兒 / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-174,愛了很久的朋友,mJwyo5fH3jY,21816141,2026-05-26,kept,近25年熱門新歌,華研國際 / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-175,麻雀,2l4x_TvBKiw,21739582,2026-05-26,kept,近25年熱門新歌,李榮浩 Ronghao Li / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-176,忘記擁抱,m6kiNlnJ2Uk,21622632,2026-05-26,kept,近25年熱門新歌,A-Lin官方專屬頻道 / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-177,aMEI,-x5odUXWjFk,21537612,2026-05-26,kept,近25年熱門新歌,聲動娛樂 Mei Entertainment / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-178,女也,IBT0_3QUy98,20805456,2026-05-26,kept,近25年熱門新歌,相信音樂BinMusic / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-179,你敢不敢,HLibG1_lcTk,20615081,2026-05-26,kept,近25年熱門新歌,LaLa 徐佳瑩 / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-180,天空,hmyEkTioX5E,20606452,2026-05-26,kept,近25年熱門新歌,jolintsaiVEVO / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-181,戒菸,V7hJgBcRDwM,20313512,2026-05-26,kept,近25年熱門新歌,李榮浩 Ronghao Li / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-182,緊急聯絡人,mt56HEafeWU,20192720,2026-05-26,kept,近25年熱門新歌,Gareth.T / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-183,無可避免,Wr4EEUPoUWs,20135998,2026-05-26,kept,近25年熱門新歌,Dear Jane / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-184,經過一些秋與冬,nwObYQkSC8w,19722736,2026-05-26,kept,近25年熱門新歌,Dear Jane / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-185,讓愛高飛,I3NFPlSmNu8,19698954,2026-05-26,kept,近25年熱門新歌,TVB Music Group / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-186,我可以抱你嗎,oj3NFUBO1U8,19587458,2026-05-26,kept,近25年熱門新歌,豐華唱片ForwardMusic / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-187,怨偶,TfpUB8sAheI,18787002,2026-05-26,kept,近25年熱門新歌,滾石唱片 ROCK RECORDS / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-188,太陽與地球,i5YRIjxyJP8,18704088,2026-05-26,kept,近25年熱門新歌,添翼音樂 TEAM EAR MUSIC / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-189,愛在身邊,u8L20-PLWgw,18498442,2026-05-26,kept,近25年熱門新歌,周興哲 Eric Chou / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-190,哪裡都是你,yfn8sE9obWU,18447061,2026-05-26,kept,近25年熱門新歌,周杰倫 Jay Chou / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-191,最初的記憶,vXXmNhmsHLY,18398461,2026-05-26,kept,近25年熱門新歌,LaLa 徐佳瑩 / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-192,言不由衷,k8jAqe9QZ7I,18134191,2026-05-26,kept,近25年熱門新歌,LaLa 徐佳瑩 / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-193,離開我的依賴,p13tH7Etlzc,17923128,2026-05-26,kept,近25年熱門新歌,SKRpresents 陶山音樂 / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-194,愛在夏天,_zv8Y94eLYI,17459599,2026-05-26,kept,近25年熱門新歌,告五人Accusefive / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-195,時光倒流一句話,qlvE_owkBwI,17144090,2026-05-26,kept,近25年熱門新歌,林家謙 Terence Lam / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-196,看淡,XqCu-t8YWr4,16847599,2026-05-26,kept,近25年熱門新歌,華研國際 / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-197,最愛的人傷我最深,bM70w2VT0So,16839516,2026-05-26,kept,近25年熱門新歌,豐華唱片ForwardMusic / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-198,身騎白馬,VzXOT26_Da8,16475141,2026-05-26,kept,近25年熱門新歌,亞神音樂娛樂 / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-199,未開始已經結束,HwlYipX78Qo,16364815,2026-05-26,kept,近25年熱門新歌,Dear Jane / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-200,我的回憶不是我的,BKld0fxCu9k,16091207,2026-05-26,kept,近25年熱門新歌,英皇娛樂 eeg music / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-201,用背脊唱情歌,falq0Gr3rc0,16014739,2026-05-26,kept,近25年熱門新歌,Gareth.T / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-202,不是男人,bYWVIRbnRcQ,16003004,2026-05-26,kept,近25年熱門新歌,相信音樂BinMusic / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-203,趁早,oufUB3LTjMQ,15857956,2026-05-26,kept,近25年熱門新歌,豐華唱片ForwardMusic / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-204,鏡中鏡,JvMoytjPmJc,15789324,2026-05-26,kept,近25年熱門新歌,MIRROR / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-205,只知感覺失了蹤,JFuFXngdUO4,15785303,2026-05-26,kept,近25年熱門新歌,Dear Jane / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-206,大風吹,HqmpIQ9l-uA,15612087,2026-05-26,kept,近25年熱門新歌,No Party For Cao Dong 草東沒有派對 / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-207,妥協,M00rcJ9gMEc,15609601,2026-05-26,kept,近25年熱門新歌,JOLIN 蔡依林 / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-208,大人中,Q0W--O7aWBg,15495214,2026-05-26,kept,近25年熱門新歌,添翼音樂 TEAM EAR MUSIC / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-209,超能力,-7uaa_ONFo0,15480919,2026-05-26,kept,近25年熱門新歌,GEM鄧紫棋 / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-210,天涯過客,-gJzlOJ0Zoo,15283818,2026-05-26,kept,近25年熱門新歌,周杰倫 Jay Chou / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-211,愛愛愛,812omgU1tHs,15219024,2026-05-26,kept,近25年熱門新歌,warnermusichk / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-212,無人知曉,RtH0BAbUalk,15056360,2026-05-26,kept,近25年熱門新歌,Hebe Tien's Official Channel田馥甄官方專屬頻道 / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-213,我不需要每一個人都愛我,bZ1nTf_jVKw,14784362,2026-05-26,kept,近25年熱門新歌,八三夭 831 / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-214,驗傷,NGHLVq1Qu18,14742893,2026-05-26,kept,近25年熱門新歌,warnermusichk / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-215,我不離開,ekkOp3vsqA8,14736126,2026-05-26,kept,近25年熱門新歌,戴愛玲 Princess Ai / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-216,寧靜海,mfjMLJEWQ8w,14732869,2026-05-26,kept,近25年熱門新歌,MIRROR / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-217,陳凱詠,8wB0S5nZMJw,14624823,2026-05-26,kept,近25年熱門新歌,universalmusichk / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-218,如果能幸福,Qx8DWG8x4S4,14622686,2026-05-26,kept,近25年熱門新歌,周興哲 Eric Chou / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-219,不可愛教主,63kYZhp-FtU,14182084,2026-05-26,kept,近25年熱門新歌,MIRROR / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-220,風箏,EvW1WO3gHrg,14176374,2026-05-26,kept,近25年熱門新歌,Redline Music / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-221,鯨落,fH7jpaDQ6AQ,14099369,2026-05-26,kept,近25年熱門新歌,MIRROR / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-222,無與倫比的美麗,NA4otP-v6iI,13893582,2026-05-26,kept,近25年熱門新歌,蘇打綠 sodagreen / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-223,紅豆,3nG--h_EJyc,13772906,2026-05-26,kept,近25年熱門新歌,Timeless Music / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-224,憨人,1j_mpwKmlJg,13703728,2026-05-26,kept,近25年熱門新歌,滾石唱片 ROCK RECORDS / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-225,床邊故事,-7r6VqSllNg,13660566,2026-05-26,kept,近25年熱門新歌,周杰倫 Jay Chou / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-226,我只在乎你,FZSVQRLVFy0,13650859,2026-05-26,kept,近25年熱門新歌,GEMblog / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-227,小諧星,LoHKilN1-Ug,13572580,2026-05-26,kept,近25年熱門新歌,MIRROR / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-228,幸福之歌,7TefwmjpAqo,13563899,2026-05-26,kept,近25年熱門新歌,Redline Music / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-229,錯過的煙火,9tN1xixvYOc,13455854,2026-05-26,kept,近25年熱門新歌,周杰倫 Jay Chou / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-230,我看著你的時候,U_WUmCQno3c,13412083,2026-05-26,kept,近25年熱門新歌,李榮浩 Ronghao Li / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-231,廿四味 24,7jpMwwn4V04,13313741,2026-05-26,kept,近25年熱門新歌,24HERBS / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-232,我懷念的,3Xj6QoLmoF0,13267072,2026-05-26,kept,近25年熱門新歌,Timeless Music / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-233,忘不記,nU4jIUZF_AI,13167966,2026-05-26,kept,近25年熱門新歌,相信音樂BinMusic / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-234,小伙子,BxsW2sBw3pM,12997386,2026-05-26,kept,近25年熱門新歌,Redline Music / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-235,耳朵,wFqUAw_NYvs,12721341,2026-05-26,kept,近25年熱門新歌,李榮浩 Ronghao Li / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-236,還記得,caGhQ2tXAiM,12651046,2026-05-26,kept,近25年熱門新歌,warnermusichk / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-237,一去不返,fS-aC4zCQmE,12649611,2026-05-26,kept,近25年熱門新歌,Dear Jane / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-238,逆時車站,YUezFrfUxqg,12402468,2026-05-26,kept,近25年熱門新歌,洪嘉豪 Hung Kaho / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-239,站在高崗上,i-bu47QpWWc,12308091,2026-05-26,kept,近25年熱門新歌,豐華唱片ForwardMusic / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-240,相信愛,GzheEyoZ5Ok,12294444,2026-05-26,kept,近25年熱門新歌,周興哲 Eric Chou / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-241,百年不合,OOEC34Ndb1o,12237669,2026-05-26,kept,近25年熱門新歌,warnermusichk / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-242,下一位前度,inYU6vMBwtI,12136102,2026-05-26,kept,近25年熱門新歌,林家謙 Terence Lam / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-243,一雙手,pR6C3yTiSbQ,12109556,2026-05-26,kept,近25年熱門新歌,PhillamVEVO / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-244,永順街39號,iqFi-2EIOO8,12008596,2026-05-26,kept,近25年熱門新歌,MIRROR / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-245,Fly Away,ko7PJcHDxik,11998231,2026-05-26,kept,近25年熱門新歌,GEM鄧紫棋 / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-246,主角光環,ShS8UQPUlzc,11738702,2026-05-26,kept,近25年熱門新歌,洪嘉豪 Hung Kaho / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-247,馬德里不思議,E7Tz8kWaGhA,11690287,2026-05-26,kept,近25年熱門新歌,JOLIN 蔡依林 / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-248,浪漫殺死巨蟹座,8qS_WqScQ7Q,11684473,2026-05-26,kept,近25年熱門新歌,MIRROR / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-249,親愛的對象,5mNrRVp-SBc,11619917,2026-05-26,kept,近25年熱門新歌,JOLIN 蔡依林 / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-250,日常,_vGN_dFtAQI,11593269,2026-05-26,kept,近25年熱門新歌,茄子蛋EggPlantEgg / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-251,小心地滑,FlsxLlozYdw,11457566,2026-05-26,kept,近25年熱門新歌,MC 張天賦 / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-252,幸福在歌唱,jeRu6h4XbUU,11441559,2026-05-26,kept,近25年熱門新歌,A-Lin官方專屬頻道 / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-253,對的時間點,gORotxnPczg,11390717,2026-05-26,kept,近25年熱門新歌,JJ Lin林俊傑 / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-254,血腥愛情故事,5O7hdU7ptmY,11320424,2026-05-26,kept,近25年熱門新歌,聲動娛樂 Mei Entertainment / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-255,賽勒斯的愛,RyhF6pAAlPM,11220489,2026-05-26,kept,近25年熱門新歌,張敬軒 Hins Cheung / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-256,天空沒有極限,gCQuEakOEFo,11217141,2026-05-26,kept,近25年熱門新歌,GEM鄧紫棋 / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-257,及時行樂,ocxIKEbKOFs,11113726,2026-05-26,kept,近25年熱門新歌,洪嘉豪 Hung Kaho / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-258,孤獨,CvgNQmXqX9M,11059309,2026-05-26,kept,近25年熱門新歌,GEM鄧紫棋 / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-259,青春告別式,4Ch6C-U6dcs,10977373,2026-05-26,kept,近25年熱門新歌,張敬軒 Hins Cheung / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-260,一表人才,Xksy4opi9s8,10945731,2026-05-26,kept,近25年熱門新歌,MIRROR / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-261,哀的美敦書,9miY1Nkq3tE,10904818,2026-05-26,kept,近25年熱門新歌,Dear Jane / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-262,幸福太短,2UArpayTTGA,10870557,2026-05-26,kept,近25年熱門新歌,A-Lin官方專屬頻道 / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-263,心之科學,_ULjdb75WJw,10773939,2026-05-26,kept,近25年熱門新歌,容祖兒 Joey Yung / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-264,我不難過,GDsyUtdS1YM,10719471,2026-05-26,kept,近25年熱門新歌,Timeless Music / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-265,懸日,Nf1C1fSJG_8,10711675,2026-05-26,kept,近25年熱門新歌,Hebe Tien's Official Channel田馥甄官方專屬頻道 / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-266,幸福額度,lWd7YUSzTMg,10633372,2026-05-26,kept,近25年熱門新歌,蘇打綠 sodagreen / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-267,因為是你,1a7V8zwbD8o,10584396,2026-05-26,kept,近25年熱門新歌,韋禮安 WeiBird / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-268,你不會一輩子的愛上我,M8vhBqXpXH4,10493107,2026-05-26,kept,近25年熱門新歌,Tyson Yoshi / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-269,將軍令,_XYcCNY-ass,10477463,2026-05-26,kept,近25年熱門新歌,相信音樂BinMusic / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-270,好想好想你,P6QXo88IG2c,10445932,2026-05-26,kept,近25年熱門新歌,GEM鄧紫棋 / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-271,不關你的事,o5bMvBVhnWQ,10421424,2026-05-26,kept,近25年熱門新歌,滾石唱片 ROCK RECORDS / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-272,雙雙,exnXygiEBlo,10381657,2026-05-26,kept,近25年熱門新歌,universalmusichk / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-273,因為愛,d7YJ_fOcOks,10348134,2026-05-26,kept,近25年熱門新歌,福茂唱片 / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-274,無力挽回,SnTZjs8pJXI,10287666,2026-05-26,kept,近25年熱門新歌,warnermusichk / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-275,一樣美麗,-GD5oWucV3Y,10169750,2026-05-26,kept,近25年熱門新歌,周興哲 Eric Chou / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-276,演員,XaN3kUz4KSw,10141298,2026-05-26,kept,近25年熱門新歌,薛之謙 JokerXue / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-277,不難,jCYm_qzcMYw,10128376,2026-05-26,kept,近25年熱門新歌,LaLa 徐佳瑩 / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-278,面具,p0NmAmbCr4I,10092856,2026-05-26,kept,近25年熱門新歌,福茂唱片 / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-279,國際孤獨等級,MbD7TAlBFDc,10066231,2026-05-26,kept,近25年熱門新歌,Gareth.T / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-280,小時候,xpT7av-kiXg,10004233,2026-05-26,kept,近25年熱門新歌,蘇打綠 sodagreen / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-281,留下來的人,SDlY5WXq4bA,9991172,2026-05-26,kept,近25年熱門新歌,寰亞音樂 Media Asia Music Official Channel / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-282,永遠飛行模式,gDFtTf5zAww,9948040,2026-05-26,kept,近25年熱門新歌,Dear Jane / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-283,下雨天,G9Xz4Z1P_dE,9901021,2026-05-26,kept,近25年熱門新歌,音樂安利站 Beats Music / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-284,一加一,EGgtmKF7saI,9884811,2026-05-26,kept,近25年熱門新歌,universalmusichk / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-285,不為誰而作的歌,f5s2ujeJ-TA,9783439,2026-05-26,kept,近25年熱門新歌,吳n / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-286,說走就走,NH43WjeoVgs,9762229,2026-05-26,kept,近25年熱門新歌,周杰倫 Jay Chou / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-287,孤雛,ZyORtO7kTaw,9702882,2026-05-26,kept,近25年熱門新歌,universalmusichk / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-288,I Do,wIgduzASI6A,9652620,2026-05-26,kept,近25年熱門新歌,周杰倫 Jay Chou / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-289,太陽之子,Hgnpi3eBQ9o,9601849,2026-05-26,kept,近25年熱門新歌,周杰倫 Jay Chou / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-290,愚人節快樂,QVIrAWjB2ZU,9599082,2026-05-26,kept,近25年熱門新歌,添翼音樂 TEAM EAR MUSIC / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-291,慢慢等,smaCyk6HIuA,9424008,2026-05-26,kept,近25年熱門新歌,福茂唱片 / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-292,在你身邊,tHmsHgQSsbo,9341971,2026-05-26,kept,近25年熱門新歌,福茂唱片 / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-293,安徒生的錯,VKhim8w5XQ0,9293175,2026-05-26,kept,近25年熱門新歌,PhillamVEVO / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-294,遇见,crAxGj6ABk0,16052360,2026-06-02,kept,近25年熱門新歌,GM Lyric / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-295,太空人,kRxk9v0bsC0,9204189,2026-05-26,kept,近25年熱門新歌,吳青峰 Wu Qing Feng / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-296,想念你想我,WIwn0DkcFEA,9013802,2026-05-26,kept,近25年熱門新歌,周興哲 Eric Chou / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-297,倒影,a0AyNzV3yk8,8989898,2026-05-26,kept,近25年熱門新歌,周杰倫 Jay Chou / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-298,老街,XadF4AbmHeA,8966943,2026-05-26,kept,近25年熱門新歌,daybyday / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-299,反方向的鐘,fuM1aVCGR8c,8935509,2026-05-26,kept,近25年熱門新歌,周杰倫 Jay Chou / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-300,小時候的我們,lxsOcRm3dsU,8922149,2026-05-26,kept,近25年熱門新歌,周興哲 Eric Chou / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-301,窮小子,V9avzVX0GCc,8742915,2026-05-26,kept,近25年熱門新歌,洪嘉豪 Hung Kaho / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-302,地球上的最後一朵花,YIZCano1dP0,8708673,2026-05-26,kept,近25年熱門新歌,MIRROR / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-303,抱一抱一下,K3R2JTNk3us,8665118,2026-05-26,kept,近25年熱門新歌,八三夭 831 / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-304,規則就是用來打破的,Ryjh-YcO4ag,8579864,2026-05-26,kept,近25年熱門新歌,八三夭 831 / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-305,寂寞男孩,iMMQqAEzmV0,8548538,2026-05-26,kept,近25年熱門新歌,Marz23 / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-306,兩個你,qj5k19iT63A,8410433,2026-05-26,kept,近25年熱門新歌,GEM鄧紫棋 / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-307,就是愛,nwcHdFQ-fq8,8330751,2026-05-26,kept,近25年熱門新歌,jolintsaiVEVO / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-308,雙截棍,OR-0wptI_u0,8315746,2026-05-26,kept,近25年熱門新歌,周杰倫 Jay Chou / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-309,月球下的人,W73UOP-SVfo,8290254,2026-05-26,kept,近25年熱門新歌,universalmusichk / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-310,仍在,JIVzKKQ4Uds,8285402,2026-05-26,kept,近25年熱門新歌,MIRROR / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-311,某種老朋友,bvhbM0JGsx4,8248622,2026-05-26,kept,近25年熱門新歌,林家謙 Terence Lam / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-312,掉進海的眼淚,AmVxtzQPurY,8130623,2026-05-26,kept,近25年熱門新歌,洪嘉豪 Hung Kaho / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-313,垃圾車,nIe3FLKNwTA,8117094,2026-05-26,kept,近25年熱門新歌,滾石唱片 ROCK RECORDS / YouTube
Recent 25 Years Pop,songlists/pop-recent-25.json,POP25-314,另一個諾貝爾,wq5WWRe7uHc,8098172,2026-05-26,kept,近25年熱門新歌,MIRROR / YouTube
